,index,Country Code,Country,Domain,Year,"Tax revenue, millions USD 2010 PPP",Flag Codes,Flags
10034,59750,URY,Uruguay,Mining and quarrying,1995,0.0,A,Actual value
10035,59751,URY,Uruguay,Mining and quarrying,1996,0.0,A,Actual value
10036,59752,URY,Uruguay,Mining and quarrying,1997,0.0,A,Actual value
10037,59753,URY,Uruguay,Mining and quarrying,1998,0.0,A,Actual value
10038,59754,URY,Uruguay,Mining and quarrying,1999,0.0,A,Actual value
10039,59755,URY,Uruguay,Mining and quarrying,2000,0.0,A,Actual value
10040,59756,URY,Uruguay,Mining and quarrying,2001,0.0,A,Actual value
10041,59757,URY,Uruguay,Mining and quarrying,2002,0.0,A,Actual value
10042,59758,URY,Uruguay,Mining and quarrying,2003,0.0,A,Actual value
10043,59759,URY,Uruguay,Mining and quarrying,2004,0.0,A,Actual value
10044,59760,URY,Uruguay,Mining and quarrying,2005,0.0,A,Actual value
10045,59761,URY,Uruguay,Mining and quarrying,2006,0.0,A,Actual value
10046,59762,URY,Uruguay,Mining and quarrying,2007,0.0,A,Actual value
10047,59763,URY,Uruguay,Mining and quarrying,2008,0.0,A,Actual value
10048,59764,URY,Uruguay,Mining and quarrying,2009,0.0,A,Actual value
10049,59765,URY,Uruguay,Mining and quarrying,2010,0.0,A,Actual value
10050,59766,URY,Uruguay,Mining and quarrying,2011,0.0,A,Actual value
10051,59767,URY,Uruguay,Mining and quarrying,2012,0.0,A,Actual value
10052,59768,URY,Uruguay,Mining and quarrying,2013,0.0,A,Actual value
10053,59769,URY,Uruguay,Mining and quarrying,2014,0.0,A,Actual value
10054,59770,URY,Uruguay,Mining and quarrying,2015,0.0,A,Actual value
10055,59879,URY,Uruguay,Unallocated,1994,0.0,A,Actual value
10056,59880,URY,Uruguay,Unallocated,1995,0.0,A,Actual value
10057,59881,URY,Uruguay,Unallocated,1996,0.0,A,Actual value
10058,59882,URY,Uruguay,Unallocated,1997,0.0,A,Actual value
10059,59883,URY,Uruguay,Unallocated,1998,0.0,A,Actual value
10060,59884,URY,Uruguay,Unallocated,1999,0.0,A,Actual value
10061,59885,URY,Uruguay,Unallocated,2000,0.0,A,Actual value
10062,59886,URY,Uruguay,Unallocated,2001,0.0,A,Actual value
10063,59887,URY,Uruguay,Unallocated,2002,0.0,A,Actual value
10064,59888,URY,Uruguay,Unallocated,2003,0.0,A,Actual value
10065,59889,URY,Uruguay,Unallocated,2004,0.0,A,Actual value
10066,59890,URY,Uruguay,Unallocated,2005,0.0,A,Actual value
10067,59891,URY,Uruguay,Unallocated,2006,0.0,A,Actual value
10068,59892,URY,Uruguay,Unallocated,2007,0.0,A,Actual value
10069,59893,URY,Uruguay,Unallocated,2008,0.0,A,Actual value
10070,59894,URY,Uruguay,Unallocated,2009,0.0,A,Actual value
10071,59895,URY,Uruguay,Unallocated,2010,0.0,A,Actual value
10072,59896,URY,Uruguay,Unallocated,2011,0.0,A,Actual value
10073,59897,URY,Uruguay,Unallocated,2012,0.0,A,Actual value
10074,59898,URY,Uruguay,Unallocated,2013,0.0,A,Actual value
10075,59899,URY,Uruguay,Unallocated,2014,0.0,A,Actual value
10076,59900,URY,Uruguay,Unallocated,2015,0.0,A,Actual value
10077,59965,OECD,OECD - Total,Total,1994,560391.5,E,Estimated value
10078,59966,OECD,OECD - Total,Total,1995,571481.4375,E,Estimated value
10079,59967,OECD,OECD - Total,Total,1996,594739.3125,E,Estimated value
10080,59968,OECD,OECD - Total,Total,1997,616210.125,E,Estimated value
10081,59969,OECD,OECD - Total,Total,1998,632631.375,E,Estimated value
10082,59970,OECD,OECD - Total,Total,1999,664798.5,E,Estimated value
10083,59971,OECD,OECD - Total,Total,2000,672228.5625,E,Estimated value
10084,59972,OECD,OECD - Total,Total,2001,684594.625,E,Estimated value
10085,59973,OECD,OECD - Total,Total,2002,700821.375,E,Estimated value
10086,59974,OECD,OECD - Total,Total,2003,712092.875,E,Estimated value
10087,59975,OECD,OECD - Total,Total,2004,680816.0625,E,Estimated value
10088,59976,OECD,OECD - Total,Total,2005,716827.3125,E,Estimated value
10089,59977,OECD,OECD - Total,Total,2006,711851.3125,E,Estimated value
10090,59978,OECD,OECD - Total,Total,2007,715301.5,E,Estimated value
10091,59979,OECD,OECD - Total,Total,2008,671367.5625,E,Estimated value
10092,59980,OECD,OECD - Total,Total,2009,689382.25,E,Estimated value
10093,59981,OECD,OECD - Total,Total,2010,715984.9375,E,Estimated value
10094,59982,OECD,OECD - Total,Total,2011,717395.1875,E,Estimated value
10095,59983,OECD,OECD - Total,Total,2012,718813.9375,E,Estimated value
10096,59984,OECD,OECD - Total,Total,2013,740846.1875,E,Estimated value
10097,59985,OECD,OECD - Total,Total,2014,743725.8125,E,Estimated value
10098,60049,OECD,OECD - Total,Energy,1994,415375.46875,E,Estimated value
10099,60050,OECD,OECD - Total,Energy,1995,411331.03125,E,Estimated value
10100,60051,OECD,OECD - Total,Energy,1996,431151.65625,E,Estimated value
10101,60052,OECD,OECD - Total,Energy,1997,444785.75,E,Estimated value
10102,60053,OECD,OECD - Total,Energy,1998,457161.25,E,Estimated value
10103,60054,OECD,OECD - Total,Energy,1999,486087.1875,E,Estimated value
10104,60055,OECD,OECD - Total,Energy,2000,481895.90625,E,Estimated value
10105,60056,OECD,OECD - Total,Energy,2001,496602.4375,E,Estimated value
10106,60057,OECD,OECD - Total,Energy,2002,512557.15625,E,Estimated value
10107,60058,OECD,OECD - Total,Energy,2003,517917.375,E,Estimated value
10108,60059,OECD,OECD - Total,Energy,2004,479142.46875,E,Estimated value
10109,60060,OECD,OECD - Total,Energy,2005,507721.03125,E,Estimated value
10110,60061,OECD,OECD - Total,Energy,2006,497114.625,E,Estimated value
10111,60062,OECD,OECD - Total,Energy,2007,494569.78125,E,Estimated value
10112,60063,OECD,OECD - Total,Energy,2008,456215.34375,E,Estimated value
10113,60064,OECD,OECD - Total,Energy,2009,486730.125,E,Estimated value
10114,60065,OECD,OECD - Total,Energy,2010,496887.71875,E,Estimated value
10115,60066,OECD,OECD - Total,Energy,2011,491436.5,E,Estimated value
10116,60067,OECD,OECD - Total,Energy,2012,493370.65625,E,Estimated value
10117,60068,OECD,OECD - Total,Energy,2013,515723.5625,E,Estimated value
10118,60069,OECD,OECD - Total,Energy,2014,518982.15625,E,Estimated value
10119,60133,OECD,OECD - Total,Motor vehicles and transport,1994,137181.0,E,Estimated value
10120,60134,OECD,OECD - Total,Motor vehicles and transport,1995,147475.25,E,Estimated value
10121,60135,OECD,OECD - Total,Motor vehicles and transport,1996,147487.734375,E,Estimated value
10122,60136,OECD,OECD - Total,Motor vehicles and transport,1997,155604.265625,E,Estimated value
10123,60137,OECD,OECD - Total,Motor vehicles and transport,1998,162887.28125,E,Estimated value
10124,60138,OECD,OECD - Total,Motor vehicles and transport,1999,162667.90625,E,Estimated value
10125,60139,OECD,OECD - Total,Motor vehicles and transport,2000,172382.296875,E,Estimated value
10126,60140,OECD,OECD - Total,Motor vehicles and transport,2001,170108.953125,E,Estimated value
10127,60141,OECD,OECD - Total,Motor vehicles and transport,2002,170141.671875,E,Estimated value
10128,60142,OECD,OECD - Total,Motor vehicles and transport,2003,175523.984375,E,Estimated value
10129,60143,OECD,OECD - Total,Motor vehicles and transport,2004,182776.359375,E,Estimated value
10130,60144,OECD,OECD - Total,Motor vehicles and transport,2005,190025.171875,E,Estimated value
10131,60145,OECD,OECD - Total,Motor vehicles and transport,2006,194697.59375,E,Estimated value
10132,60146,OECD,OECD - Total,Motor vehicles and transport,2007,199739.4375,E,Estimated value
10133,60147,OECD,OECD - Total,Motor vehicles and transport,2008,194395.765625,E,Estimated value
10134,60148,OECD,OECD - Total,Motor vehicles and transport,2009,182699.703125,E,Estimated value
10135,60149,OECD,OECD - Total,Motor vehicles and transport,2010,190586.546875,E,Estimated value
10136,60150,OECD,OECD - Total,Motor vehicles and transport,2011,197086.453125,E,Estimated value
10137,60151,OECD,OECD - Total,Motor vehicles and transport,2012,196572.53125,E,Estimated value
10138,60152,OECD,OECD - Total,Motor vehicles and transport,2013,198102.34375,E,Estimated value
10139,60153,OECD,OECD - Total,Motor vehicles and transport,2014,197420.140625,E,Estimated value
10140,60217,OECD,OECD - Total,Other,1994,7835.031,E,Estimated value
10141,60218,OECD,OECD - Total,Other,1995,12675.156,E,Estimated value
10142,60219,OECD,OECD - Total,Other,1996,16099.921999999999,E,Estimated value
10143,60220,OECD,OECD - Total,Other,1997,15820.108999999999,E,Estimated value
10144,60221,OECD,OECD - Total,Other,1998,12582.844,E,Estimated value
10145,60222,OECD,OECD - Total,Other,1999,16043.406,E,Estimated value
10146,60223,OECD,OECD - Total,Other,2000,17950.359,E,Estimated value
10147,60224,OECD,OECD - Total,Other,2001,17883.234,E,Estimated value
10148,60225,OECD,OECD - Total,Other,2002,18122.547,E,Estimated value
10149,60226,OECD,OECD - Total,Other,2003,18651.516,E,Estimated value
10150,60227,OECD,OECD - Total,Other,2004,18897.234,E,Estimated value
10151,60228,OECD,OECD - Total,Other,2005,19081.109,E,Estimated value
10152,60229,OECD,OECD - Total,Other,2006,20039.093999999997,E,Estimated value
10153,60230,OECD,OECD - Total,Other,2007,20992.281000000003,E,Estimated value
10154,60231,OECD,OECD - Total,Other,2008,20756.453,E,Estimated value
10155,60232,OECD,OECD - Total,Other,2009,19952.422,E,Estimated value
10156,60233,OECD,OECD - Total,Other,2010,28510.672000000002,E,Estimated value
10157,60234,OECD,OECD - Total,Other,2011,28872.234,E,Estimated value
10158,60235,OECD,OECD - Total,Other,2012,28870.75,E,Estimated value
10159,60236,OECD,OECD - Total,Other,2013,27020.281000000003,E,Estimated value
10160,60237,OECD,OECD - Total,Other,2014,27323.516,E,Estimated value
10161,60301,OECD,OECD - Total,Ozone-depleting substances,1994,955.8272705078099,E,Estimated value
10162,60302,OECD,OECD - Total,Ozone-depleting substances,1995,895.1893310546901,E,Estimated value
10163,60303,OECD,OECD - Total,Ozone-depleting substances,1996,691.3580322265599,E,Estimated value
10164,60304,OECD,OECD - Total,Ozone-depleting substances,1997,255.41818237305,E,Estimated value
10165,60305,OECD,OECD - Total,Ozone-depleting substances,1998,341.40347290039,E,Estimated value
10166,60306,OECD,OECD - Total,Ozone-depleting substances,1999,311.13748168945,E,Estimated value
10167,60307,OECD,OECD - Total,Ozone-depleting substances,2000,230.16667175293,E,Estimated value
10168,60308,OECD,OECD - Total,Ozone-depleting substances,2001,193.53817749023,E,Estimated value
10169,60309,OECD,OECD - Total,Ozone-depleting substances,2002,187.56816101073997,E,Estimated value
10170,60310,OECD,OECD - Total,Ozone-depleting substances,2003,168.80410766602,E,Estimated value
10171,60311,OECD,OECD - Total,Ozone-depleting substances,2004,161.56573486328,E,Estimated value
10172,60312,OECD,OECD - Total,Ozone-depleting substances,2005,171.20829772949,E,Estimated value
10173,60313,OECD,OECD - Total,Ozone-depleting substances,2006,149.71742248535,E,Estimated value
10174,60314,OECD,OECD - Total,Ozone-depleting substances,2007,177.94609069823997,E,Estimated value
10175,60315,OECD,OECD - Total,Ozone-depleting substances,2008,171.37225341797,E,Estimated value
10176,60316,OECD,OECD - Total,Ozone-depleting substances,2009,172.66134643555,E,Estimated value
10177,60317,OECD,OECD - Total,Ozone-depleting substances,2010,171.80316162108997,E,Estimated value
10178,60318,OECD,OECD - Total,Ozone-depleting substances,2011,166.53312683106,E,Estimated value
10179,60319,OECD,OECD - Total,Ozone-depleting substances,2012,227.67231750488,E,Estimated value
10180,60320,OECD,OECD - Total,Ozone-depleting substances,2013,233.20741271973,E,Estimated value
10181,60321,OECD,OECD - Total,Ozone-depleting substances,2014,152.88171386719,E,Estimated value
10182,60385,OECD,OECD - Total,Water and wastewater,1994,2207.1040039063,E,Estimated value
10183,60386,OECD,OECD - Total,Water and wastewater,1995,4724.6616210938,E,Estimated value
10184,60387,OECD,OECD - Total,Water and wastewater,1996,5100.32421875,E,Estimated value
10185,60388,OECD,OECD - Total,Water and wastewater,1997,4864.4887695313,E,Estimated value
10186,60389,OECD,OECD - Total,Water and wastewater,1998,4933.72265625,E,Estimated value
10187,60390,OECD,OECD - Total,Water and wastewater,1999,4867.4111328125,E,Estimated value
10188,60391,OECD,OECD - Total,Water and wastewater,2000,5339.5571289063,E,Estimated value
10189,60392,OECD,OECD - Total,Water and wastewater,2001,5285.7919921875,E,Estimated value
10190,60393,OECD,OECD - Total,Water and wastewater,2002,5308.0961914063,E,Estimated value
10191,60394,OECD,OECD - Total,Water and wastewater,2003,5233.2895507813,E,Estimated value
10192,60395,OECD,OECD - Total,Water and wastewater,2004,5297.4033203125,E,Estimated value
10193,60396,OECD,OECD - Total,Water and wastewater,2005,5342.8740234375,E,Estimated value
10194,60397,OECD,OECD - Total,Water and wastewater,2006,4948.62890625,E,Estimated value
10195,60398,OECD,OECD - Total,Water and wastewater,2007,5168.9404296875,E,Estimated value
10196,60399,OECD,OECD - Total,Water and wastewater,2008,5211.853515625,E,Estimated value
10197,60400,OECD,OECD - Total,Water and wastewater,2009,4859.203125,E,Estimated value
10198,60401,OECD,OECD - Total,Water and wastewater,2010,4770.8872070313,E,Estimated value
10199,60402,OECD,OECD - Total,Water and wastewater,2011,5103.2358398438,E,Estimated value
10200,60403,OECD,OECD - Total,Water and wastewater,2012,5330.419921875,E,Estimated value
10201,60404,OECD,OECD - Total,Water and wastewater,2013,5323.287109375,E,Estimated value
10202,60405,OECD,OECD - Total,Water and wastewater,2014,5434.3154296875,E,Estimated value
10203,60469,OECD,OECD - Total,Waste management,1994,2189.7165527344,E,Estimated value
10204,60470,OECD,OECD - Total,Waste management,1995,2590.0307617188,E,Estimated value
10205,60471,OECD,OECD - Total,Waste management,1996,3353.9182128906,E,Estimated value
10206,60472,OECD,OECD - Total,Waste management,1997,3948.7797851563,E,Estimated value
10207,60473,OECD,OECD - Total,Waste management,1998,3960.7182617188,E,Estimated value
10208,60474,OECD,OECD - Total,Waste management,1999,4409.388671875,E,Estimated value
10209,60475,OECD,OECD - Total,Waste management,2000,4878.263671875,E,Estimated value
10210,60476,OECD,OECD - Total,Waste management,2001,4838.16015625,E,Estimated value
10211,60477,OECD,OECD - Total,Waste management,2002,4727.5463867188,E,Estimated value
10212,60478,OECD,OECD - Total,Waste management,2003,5183.5732421875,E,Estimated value
10213,60479,OECD,OECD - Total,Waste management,2004,5403.0620117188,E,Estimated value
10214,60480,OECD,OECD - Total,Waste management,2005,5687.3579101563,E,Estimated value
10215,60481,OECD,OECD - Total,Waste management,2006,6102.6166992188,E,Estimated value
10216,60482,OECD,OECD - Total,Waste management,2007,6178.0986328125,E,Estimated value
10217,60483,OECD,OECD - Total,Waste management,2008,6170.0864257813,E,Estimated value
10218,60484,OECD,OECD - Total,Waste management,2009,5955.4125976563,E,Estimated value
10219,60485,OECD,OECD - Total,Waste management,2010,14202.19921875,E,Estimated value
10220,60486,OECD,OECD - Total,Waste management,2011,13695.08984375,E,Estimated value
10221,60487,OECD,OECD - Total,Waste management,2012,12466.302734375,E,Estimated value
10222,60488,OECD,OECD - Total,Waste management,2013,10937.10546875,E,Estimated value
10223,60489,OECD,OECD - Total,Waste management,2014,11166.822265625,E,Estimated value
10224,60553,OECD,OECD - Total,Mining and quarrying,1994,996.1563110351599,E,Estimated value
10225,60554,OECD,OECD - Total,Mining and quarrying,1995,1005.8088989258,E,Estimated value
10226,60555,OECD,OECD - Total,Mining and quarrying,1996,1032.8940429688,E,Estimated value
10227,60556,OECD,OECD - Total,Mining and quarrying,1997,1033.3913574219,E,Estimated value
10228,60557,OECD,OECD - Total,Mining and quarrying,1998,1016.5865478516,E,Estimated value
10229,60558,OECD,OECD - Total,Mining and quarrying,1999,1007.1560668945,E,Estimated value
10230,60559,OECD,OECD - Total,Mining and quarrying,2000,1109.3427734375,E,Estimated value
10231,60560,OECD,OECD - Total,Mining and quarrying,2001,943.07739257813,E,Estimated value
10232,60561,OECD,OECD - Total,Mining and quarrying,2002,923.5171508789099,E,Estimated value
10233,60562,OECD,OECD - Total,Mining and quarrying,2003,940.04559326172,E,Estimated value
10234,60563,OECD,OECD - Total,Mining and quarrying,2004,1013.1884765625,E,Estimated value
10235,60564,OECD,OECD - Total,Mining and quarrying,2005,1196.8790283203,E,Estimated value
10236,60565,OECD,OECD - Total,Mining and quarrying,2006,1332.9799804688,E,Estimated value
10237,60566,OECD,OECD - Total,Mining and quarrying,2007,1332.4193115234,E,Estimated value
10238,60567,OECD,OECD - Total,Mining and quarrying,2008,1386.8834228516,E,Estimated value
10239,60568,OECD,OECD - Total,Mining and quarrying,2009,1635.9106445313,E,Estimated value
10240,60569,OECD,OECD - Total,Mining and quarrying,2010,1790.3912353516,E,Estimated value
10241,60570,OECD,OECD - Total,Mining and quarrying,2011,2076.5705566406,E,Estimated value
10242,60571,OECD,OECD - Total,Mining and quarrying,2012,2822.0686035156,E,Estimated value
10243,60572,OECD,OECD - Total,Mining and quarrying,2013,3054.4946289063,E,Estimated value
10244,60573,OECD,OECD - Total,Mining and quarrying,2014,2734.6677246094,E,Estimated value
10245,60637,OECD,OECD - Total,Unallocated,1994,3966.9118652344,E,Estimated value
10246,60638,OECD,OECD - Total,Unallocated,1995,4340.291015625,E,Estimated value
10247,60639,OECD,OECD - Total,Unallocated,1996,4466.4599609375,E,Estimated value
10248,60640,OECD,OECD - Total,Unallocated,1997,4897.3525390625,E,Estimated value
10249,60641,OECD,OECD - Total,Unallocated,1998,5508.4609375,E,Estimated value
10250,60642,OECD,OECD - Total,Unallocated,1999,6162.7739257813,E,Estimated value
10251,60643,OECD,OECD - Total,Unallocated,2000,6401.9677734375,E,Estimated value
10252,60644,OECD,OECD - Total,Unallocated,2001,6637.865234375,E,Estimated value
10253,60645,OECD,OECD - Total,Unallocated,2002,6984.7880859375,E,Estimated value
10254,60646,OECD,OECD - Total,Unallocated,2003,7134.7661132813,E,Estimated value
10255,60647,OECD,OECD - Total,Unallocated,2004,7072.6411132813,E,Estimated value
10256,60648,OECD,OECD - Total,Unallocated,2005,6752.1328125,E,Estimated value
10257,60649,OECD,OECD - Total,Unallocated,2006,7626.3198242188,E,Estimated value
10258,60650,OECD,OECD - Total,Unallocated,2007,8099.880859375,E,Estimated value
10259,60651,OECD,OECD - Total,Unallocated,2008,7777.55859375,E,Estimated value
10260,60652,OECD,OECD - Total,Unallocated,2009,7295.4287109375,E,Estimated value
10261,60653,OECD,OECD - Total,Unallocated,2010,7534.5708007813,E,Estimated value
10262,60654,OECD,OECD - Total,Unallocated,2011,7793.103515625,E,Estimated value
10263,60655,OECD,OECD - Total,Unallocated,2012,7988.2084960938,E,Estimated value
10264,60656,OECD,OECD - Total,Unallocated,2013,7598.111328125,E,Estimated value
10265,60657,OECD,OECD - Total,Unallocated,2014,7986.1010742188,E,Estimated value
10266,60721,OECDE,OECD - Europe,Total,1994,322339.125,E,Estimated value
10267,60722,OECDE,OECD - Europe,Total,1995,331762.21875,E,Estimated value
10268,60723,OECDE,OECD - Europe,Total,1996,352443.375,E,Estimated value
10269,60724,OECDE,OECD - Europe,Total,1997,360200.78125,E,Estimated value
10270,60725,OECDE,OECD - Europe,Total,1998,365893.84375,E,Estimated value
10271,60726,OECDE,OECD - Europe,Total,1999,384390.15625,E,Estimated value
10272,60727,OECDE,OECD - Europe,Total,2000,394568.6875,E,Estimated value
10273,60728,OECDE,OECD - Europe,Total,2001,401670.78125,E,Estimated value
10274,60729,OECDE,OECD - Europe,Total,2002,412167.03125,E,Estimated value
10275,60730,OECDE,OECD - Europe,Total,2003,426706.8125,E,Estimated value
10276,60731,OECDE,OECD - Europe,Total,2004,400498.59375,E,Estimated value
10277,60732,OECDE,OECD - Europe,Total,2005,435015.625,E,Estimated value
10278,60733,OECDE,OECD - Europe,Total,2006,436952.40625,E,Estimated value
10279,60734,OECDE,OECD - Europe,Total,2007,437441.3125,E,Estimated value
10280,60735,OECDE,OECD - Europe,Total,2008,427239.8125,E,Estimated value
10281,60736,OECDE,OECD - Europe,Total,2009,421372.15625,E,Estimated value
10282,60737,OECDE,OECD - Europe,Total,2010,444657.34375,E,Estimated value
10283,60738,OECDE,OECD - Europe,Total,2011,457109.84375,E,Estimated value
10284,60739,OECDE,OECD - Europe,Total,2012,458352.5,E,Estimated value
10285,60740,OECDE,OECD - Europe,Total,2013,465620.34375,E,Estimated value
10286,60741,OECDE,OECD - Europe,Total,2014,465842.75,E,Estimated value
10287,60805,OECDE,OECD - Europe,Energy,1994,256400.625,E,Estimated value
10288,60806,OECDE,OECD - Europe,Energy,1995,254675.296875,E,Estimated value
10289,60807,OECDE,OECD - Europe,Energy,1996,270251.875,E,Estimated value
10290,60808,OECDE,OECD - Europe,Energy,1997,274068.875,E,Estimated value
10291,60809,OECDE,OECD - Europe,Energy,1998,274891.34375,E,Estimated value
10292,60810,OECDE,OECD - Europe,Energy,1999,293972.8125,E,Estimated value
10293,60811,OECDE,OECD - Europe,Energy,2000,296747.0625,E,Estimated value
10294,60812,OECDE,OECD - Europe,Energy,2001,303661.375,E,Estimated value
10295,60813,OECDE,OECD - Europe,Energy,2002,315029.5625,E,Estimated value
10296,60814,OECDE,OECD - Europe,Energy,2003,324811.625,E,Estimated value
10297,60815,OECDE,OECD - Europe,Energy,2004,292592.4375,E,Estimated value
10298,60816,OECDE,OECD - Europe,Energy,2005,323001.03125,E,Estimated value
10299,60817,OECDE,OECD - Europe,Energy,2006,322544.09375,E,Estimated value
10300,60818,OECDE,OECD - Europe,Energy,2007,318236.9375,E,Estimated value
10301,60819,OECDE,OECD - Europe,Energy,2008,311129.15625,E,Estimated value
10302,60820,OECDE,OECD - Europe,Energy,2009,314015.09375,E,Estimated value
10303,60821,OECDE,OECD - Europe,Energy,2010,323243.28125,E,Estimated value
10304,60822,OECDE,OECD - Europe,Energy,2011,331458.5625,E,Estimated value
10305,60823,OECDE,OECD - Europe,Energy,2012,334407.40625,E,Estimated value
10306,60824,OECDE,OECD - Europe,Energy,2013,342781.625,E,Estimated value
10307,60825,OECDE,OECD - Europe,Energy,2014,340890.34375,E,Estimated value
10308,60889,OECDE,OECD - Europe,Motor vehicles and transport,1994,62449.765625,E,Estimated value
10309,60890,OECDE,OECD - Europe,Motor vehicles and transport,1995,68747.203125,E,Estimated value
10310,60891,OECDE,OECD - Europe,Motor vehicles and transport,1996,72656.6484375,E,Estimated value
10311,60892,OECDE,OECD - Europe,Motor vehicles and transport,1997,75486.609375,E,Estimated value
10312,60893,OECDE,OECD - Europe,Motor vehicles and transport,1998,79619.6875,E,Estimated value
10313,60894,OECDE,OECD - Europe,Motor vehicles and transport,1999,77981.5078125,E,Estimated value
10314,60895,OECDE,OECD - Europe,Motor vehicles and transport,2000,84043.140625,E,Estimated value
10315,60896,OECDE,OECD - Europe,Motor vehicles and transport,2001,84048.1328125,E,Estimated value
10316,60897,OECDE,OECD - Europe,Motor vehicles and transport,2002,82921.3984375,E,Estimated value
10317,60898,OECDE,OECD - Europe,Motor vehicles and transport,2003,87228.6015625,E,Estimated value
10318,60899,OECDE,OECD - Europe,Motor vehicles and transport,2004,93105.15625,E,Estimated value
10319,60900,OECDE,OECD - Europe,Motor vehicles and transport,2005,97237.671875,E,Estimated value
10320,60901,OECDE,OECD - Europe,Motor vehicles and transport,2006,99211.59375,E,Estimated value
10321,60902,OECDE,OECD - Europe,Motor vehicles and transport,2007,103236.546875,E,Estimated value
10322,60903,OECDE,OECD - Europe,Motor vehicles and transport,2008,100334.5703125,E,Estimated value
10323,60904,OECDE,OECD - Europe,Motor vehicles and transport,2009,92705.796875,E,Estimated value
10324,60905,OECDE,OECD - Europe,Motor vehicles and transport,2010,98584.7734375,E,Estimated value
10325,60906,OECDE,OECD - Europe,Motor vehicles and transport,2011,102847.359375,E,Estimated value
10326,60907,OECDE,OECD - Europe,Motor vehicles and transport,2012,101154.2109375,E,Estimated value
10327,60908,OECDE,OECD - Europe,Motor vehicles and transport,2013,101829.4296875,E,Estimated value
10328,60909,OECDE,OECD - Europe,Motor vehicles and transport,2014,103265.2578125,E,Estimated value
10329,60973,OECDE,OECD - Europe,Other,1994,3488.7340000000004,E,Estimated value
10330,60974,OECDE,OECD - Europe,Other,1995,8339.719000000001,E,Estimated value
10331,60975,OECDE,OECD - Europe,Other,1996,9534.851999999999,E,Estimated value
10332,60976,OECDE,OECD - Europe,Other,1997,10645.296999999999,E,Estimated value
10333,60977,OECDE,OECD - Europe,Other,1998,11382.813,E,Estimated value
10334,60978,OECDE,OECD - Europe,Other,1999,12435.836000000001,E,Estimated value
10335,60979,OECDE,OECD - Europe,Other,2000,13778.483999999999,E,Estimated value
10336,60980,OECDE,OECD - Europe,Other,2001,13961.273000000001,E,Estimated value
10337,60981,OECDE,OECD - Europe,Other,2002,14216.07,E,Estimated value
10338,60982,OECDE,OECD - Europe,Other,2003,14666.586000000001,E,Estimated value
10339,60983,OECDE,OECD - Europe,Other,2004,14801.0,E,Estimated value
10340,60984,OECDE,OECD - Europe,Other,2005,14776.921999999999,E,Estimated value
10341,60985,OECDE,OECD - Europe,Other,2006,15196.719,E,Estimated value
10342,60986,OECDE,OECD - Europe,Other,2007,15967.828000000001,E,Estimated value
10343,60987,OECDE,OECD - Europe,Other,2008,15776.086000000001,E,Estimated value
10344,60988,OECDE,OECD - Europe,Other,2009,14651.266000000001,E,Estimated value
10345,60989,OECDE,OECD - Europe,Other,2010,22829.289,E,Estimated value
10346,60990,OECDE,OECD - Europe,Other,2011,22803.922000000002,E,Estimated value
10347,60991,OECDE,OECD - Europe,Other,2012,22790.882999999998,E,Estimated value
10348,60992,OECDE,OECD - Europe,Other,2013,21009.289,E,Estimated value
10349,60993,OECDE,OECD - Europe,Other,2014,21687.147999999997,E,Estimated value
10350,61057,OECDE,OECD - Europe,Ozone-depleting substances,1994,9.0934591293335,E,Estimated value
10351,61058,OECDE,OECD - Europe,Ozone-depleting substances,1995,6.0444097518921,E,Estimated value
10352,61059,OECDE,OECD - Europe,Ozone-depleting substances,1996,4.3133363723755,E,Estimated value
10353,61060,OECDE,OECD - Europe,Ozone-depleting substances,1997,4.0794653892517,E,Estimated value
10354,61061,OECDE,OECD - Europe,Ozone-depleting substances,1998,3.5113301277161004,E,Estimated value
10355,61062,OECDE,OECD - Europe,Ozone-depleting substances,1999,3.2168533802032995,E,Estimated value
10356,61063,OECDE,OECD - Europe,Ozone-depleting substances,2000,2.9011557102203,E,Estimated value
10357,61064,OECDE,OECD - Europe,Ozone-depleting substances,2001,11.062815666199,E,Estimated value
10358,61065,OECDE,OECD - Europe,Ozone-depleting substances,2002,13.548344612122,E,Estimated value
10359,61066,OECDE,OECD - Europe,Ozone-depleting substances,2003,11.715431213378999,E,Estimated value
10360,61067,OECDE,OECD - Europe,Ozone-depleting substances,2004,8.7694931030273,E,Estimated value
10361,61068,OECDE,OECD - Europe,Ozone-depleting substances,2005,7.794855594635,E,Estimated value
10362,61069,OECDE,OECD - Europe,Ozone-depleting substances,2006,7.8997945785522,E,Estimated value
10363,61070,OECDE,OECD - Europe,Ozone-depleting substances,2007,7.427251338958699,E,Estimated value
10364,61071,OECDE,OECD - Europe,Ozone-depleting substances,2008,7.6836714744568,E,Estimated value
10365,61072,OECDE,OECD - Europe,Ozone-depleting substances,2009,7.300860881805401,E,Estimated value
10366,61073,OECDE,OECD - Europe,Ozone-depleting substances,2010,7.2002477645874,E,Estimated value
10367,61074,OECDE,OECD - Europe,Ozone-depleting substances,2011,8.9506330490112,E,Estimated value
10368,61075,OECDE,OECD - Europe,Ozone-depleting substances,2012,8.9220657348633,E,Estimated value
10369,61076,OECDE,OECD - Europe,Ozone-depleting substances,2013,10.019738197327,E,Estimated value
10370,61077,OECDE,OECD - Europe,Ozone-depleting substances,2014,8.856438636779801,E,Estimated value
